Date ;S&P500;Dax40;Nikkei;EUR/USD;JPY/USD;Boeing;Airbus;Volskwagen ;ASML ;NVIDIA;Stellantis
05/03/2018; $2.720,94 ; € 12.090,87 ; ¥21.042,09 ; $1,23 ; $0,01 ; $352,75 ; € 95,05 ; € 155,90 ; € 159,80 ; $5,89 ; € 19,19 
06/03/2018; $2.728,12 ; € 12.113,87 ; ¥21.417,76 ; $1,24 ; $0,01 ; $348,92 ; € 95,42 ; € 162,60 ; € 162,35 ; $6,05 ; € 19,26 
07/03/2018; $2.726,80 ; € 12.245,36 ; ¥21.252,72 ; $1,24 ; $0,01 ; $347,04 ; € 95,02 ; € 158,30 ; € 165,65 ; $6,05 ; € 19,10 
08/03/2018; $2.738,97 ; € 12.355,57 ; ¥21.368,07 ; $1,23 ; $0,01 ; $348,73 ; € 96,38 ; € 160,50 ; € 167,05 ; $6,03 ; € 19,30 
09/03/2018; $2.786,57 ; € 12.346,68 ; ¥21.469,20 ; $1,23 ; $0,01 ; $354,52 ; € 97,61 ; € 158,20 ; € 169,20 ; $6,13 ; € 19,27 
12/03/2018; $2.783,02 ; € 12.418,39 ; ¥21.824,03 ; $1,23 ; $0,01 ; $344,19 ; € 95,17 ; € 161,20 ; € 171,90 ; $6,24 ; € 19,27 
13/03/2018; $2.765,31 ; € 12.221,03 ; ¥21.968,10 ; $1,24 ; $0,01 ; $338,67 ; € 94,96 ; € 156,10 ; € 169,55 ; $6,19 ; € 18,89 
14/03/2018; $2.749,48 ; € 12.237,74 ; ¥21.777,29 ; $1,24 ; $0,01 ; $330,26 ; € 94,55 ; € 160,00 ; € 170,10 ; $6,22 ; € 18,98 
15/03/2018; $2.747,33 ; € 12.345,56 ; ¥21.803,95 ; $1,23 ; $0,01 ; $329,98 ; € 96,13 ; € 163,60 ; € 173,65 ; $6,23 ; € 19,05 
16/03/2018; $2.752,01 ; € 12.389,58 ; ¥21.676,51 ; $1,23 ; $0,01 ; $330,47 ; € 95,30 ; € 165,30 ; € 174,20 ; $6,26 ; € 19,00 
19/03/2018; $2.712,92 ; € 12.217,02 ; ¥21.480,90 ; $1,23 ; $0,01 ; $331,76 ; € 93,74 ; € 158,50 ; € 171,45 ; $6,03 ; € 18,81 
20/03/2018; $2.716,94 ; € 12.307,33 ; ¥21.380,97 ; $1,22 ; $0,01 ; $337,63 ; € 95,72 ; € 160,30 ; € 173,65 ; $6,24 ; € 18,82 
21/03/2018; $2.711,93 ; € 12.309,15 ; ¥21.380,97 ; $1,23 ; $0,01 ; $337,10 ; € 94,81 ; € 160,80 ; € 174,30 ; $6,21 ; € 18,77 
22/03/2018; $2.643,69 ; € 12.100,08 ; ¥21.591,99 ; $1,23 ; $0,01 ; $319,61 ; € 93,94 ; € 158,70 ; € 169,10 ; $6,05 ; € 18,62 
23/03/2018; $2.588,26 ; € 11.886,31 ; ¥20.617,86 ; $1,24 ; $0,01 ; $321,00 ; € 92,24 ; € 154,50 ; € 163,50 ; $5,82 ; € 18,61 
26/03/2018; $2.658,55 ; € 11.787,26 ; ¥20.766,10 ; $1,24 ; $0,01 ; $328,97 ; € 92,20 ; € 157,10 ; € 163,40 ; $6,11 ; € 18,83 
27/03/2018; $2.612,62 ; € 11.970,83 ; ¥21.317,32 ; $1,24 ; $0,01 ; $321,12 ; € 94,40 ; € 159,80 ; € 166,60 ; $5,64 ; € 18,96 
28/03/2018; $2.605,00 ; € 11.940,71 ; ¥21.031,31 ; $1,23 ; $0,01 ; $320,02 ; € 93,29 ; € 156,00 ; € 159,05 ; $5,53 ; € 18,91 
29/03/2018; $2.640,87 ; € 12.096,73 ; ¥21.159,08 ; $1,23 ; $0,01 ; $327,88 ; € 93,11 ; € 163,20 ; € 160,15 ; $5,79 ; € 19,55 
30/03/2018; $2.640,87 ; € 12.096,73 ; ¥21.454,30 ; $1,23 ; $0,01 ; $327,88 ; € 93,11 ; € 163,20 ; € 160,15 ; $5,79 ; € 19,55 
02/04/2018; $2.581,88 ; € 12.096,73 ; ¥21.388,58 ; $1,23 ; $0,01 ; $322,44 ; € 93,11 ; € 163,20 ; € 160,15 ; $5,53 ; € 19,55 
03/04/2018; $2.614,45 ; € 12.002,45 ; ¥21.292,29 ; $1,23 ; $0,01 ; $330,82 ; € 92,91 ; € 164,00 ; € 162,30 ; $5,63 ; € 19,43 
04/04/2018; $2.644,69 ; € 11.957,90 ; ¥21.319,55 ; $1,23 ; $0,01 ; $327,44 ; € 92,13 ; € 162,50 ; € 157,00 ; $5,66 ; € 19,52 
05/04/2018; $2.662,84 ; € 12.305,19 ; ¥21.645,42 ; $1,22 ; $0,01 ; $336,40 ; € 94,17 ; € 166,70 ; € 164,00 ; $5,53 ; € 19,90 
06/04/2018; $2.604,47 ; € 12.241,27 ; ¥21.567,52 ; $1,23 ; $0,01 ; $326,12 ; € 93,71 ; € 164,80 ; € 161,20 ; $5,36 ; € 19,99 
09/04/2018; $2.613,16 ; € 12.261,75 ; ¥21.678,26 ; $1,23 ; $0,01 ; $322,48 ; € 93,71 ; € 164,30 ; € 162,75 ; $5,39 ; € 19,76 
10/04/2018; $2.656,87 ; € 12.397,32 ; ¥21.794,32 ; $1,24 ; $0,01 ; $334,83 ; € 94,72 ; € 169,50 ; € 165,55 ; $5,70 ; € 20,39 
11/04/2018; $2.642,19 ; € 12.293,97 ; ¥21.687,10 ; $1,24 ; $0,01 ; $327,36 ; € 91,75 ; € 170,50 ; € 165,80 ; $5,66 ; € 20,12 
12/04/2018; $2.663,99 ; € 12.415,01 ; ¥21.660,28 ; $1,23 ; $0,01 ; $337,48 ; € 92,28 ; € 174,00 ; € 167,65 ; $5,87 ; € 20,39 
13/04/2018; $2.656,30 ; € 12.442,40 ; ¥21.778,74 ; $1,23 ; $0,01 ; $329,28 ; € 90,83 ; € 173,90 ; € 167,50 ; $5,79 ; € 20,40 
16/04/2018; $2.677,84 ; € 12.391,41 ; ¥21.835,53 ; $1,24 ; $0,01 ; $331,77 ; € 89,72 ; € 170,40 ; € 166,30 ; $5,79 ; € 20,28 
17/04/2018; $2.706,39 ; € 12.585,57 ; ¥21.847,59 ; $1,24 ; $0,01 ; $336,72 ; € 92,40 ; € 172,60 ; € 169,75 ; $5,94 ; € 20,74 
18/04/2018; $2.708,64 ; € 12.590,83 ; ¥22.158,20 ; $1,24 ; $0,01 ; $341,00 ; € 93,91 ; € 171,20 ; € 166,25 ; $5,91 ; € 20,59 
19/04/2018; $2.693,13 ; € 12.567,42 ; ¥22.191,18 ; $1,23 ; $0,01 ; $340,64 ; € 93,55 ; € 170,90 ; € 160,75 ; $5,73 ; € 20,57 
20/04/2018; $2.670,14 ; € 12.540,50 ; ¥22.162,24 ; $1,23 ; $0,01 ; $338,67 ; € 93,48 ; € 169,90 ; € 158,05 ; $5,72 ; € 20,78 
23/04/2018; $2.670,29 ; € 12.572,39 ; ¥22.088,04 ; $1,22 ; $0,01 ; $338,84 ; € 95,46 ; € 168,10 ; € 159,90 ; $5,60 ; € 20,73 
24/04/2018; $2.634,56 ; € 12.550,82 ; ¥22.278,12 ; $1,22 ; $0,01 ; $329,06 ; € 96,00 ; € 167,50 ; € 159,95 ; $5,53 ; € 20,53 
25/04/2018; $2.639,40 ; € 12.422,30 ; ¥22.215,32 ; $1,22 ; $0,01 ; $342,86 ; € 94,27 ; € 164,20 ; € 158,60 ; $5,42 ; € 20,18 
26/04/2018; $2.666,94 ; € 12.500,47 ; ¥22.319,61 ; $1,21 ; $0,01 ; $342,79 ; € 94,80 ; € 169,80 ; € 160,70 ; $5,63 ; € 20,31 
27/04/2018; $2.669,91 ; € 12.580,87 ; ¥22.467,87 ; $1,21 ; $0,01 ; $340,88 ; € 96,22 ; € 169,10 ; € 159,25 ; $5,66 ; € 20,35 
30/04/2018; $2.648,05 ; € 12.612,11 ; ¥22.467,87 ; $1,21 ; $0,01 ; $333,56 ; € 96,69 ; € 169,30 ; € 157,50 ; $5,62 ; € 20,42 
01/05/2018; $2.654,80 ; € 12.612,11 ; ¥22.508,03 ; $1,20 ; $0,01 ; $329,54 ; € 96,69 ; € 169,30 ; € 157,50 ; $5,68 ; € 20,42 
02/05/2018; $2.635,67 ; € 12.802,25 ; ¥22.472,78 ; $1,20 ; $0,01 ; $324,19 ; € 97,35 ; € 174,50 ; € 159,75 ; $5,66 ; € 20,06 
03/05/2018; $2.629,73 ; € 12.690,15 ; ¥22.472,78 ; $1,20 ; $0,01 ; $330,69 ; € 97,34 ; € 171,80 ; € 159,50 ; $5,82 ; € 19,81 
04/05/2018; $2.663,42 ; € 12.819,60 ; ¥22.472,78 ; $1,20 ; $0,01 ; $334,43 ; € 97,97 ; € 169,30 ; € 161,60 ; $5,98 ; € 20,10 
07/05/2018; $2.672,63 ; € 12.948,14 ; ¥22.467,16 ; $1,19 ; $0,01 ; $340,43 ; € 99,68 ; € 170,40 ; € 163,20 ; $6,22 ; € 20,09 
08/05/2018; $2.671,92 ; € 12.912,21 ; ¥22.508,69 ; $1,19 ; $0,01 ; $338,37 ; € 99,51 ; € 169,80 ; € 162,80 ; $6,26 ; € 20,31 
09/05/2018; $2.697,79 ; € 12.943,06 ; ¥22.408,88 ; $1,19 ; $0,01 ; $344,50 ; € 98,43 ; € 168,60 ; € 165,60 ; $6,39 ; € 20,01 
10/05/2018; $2.723,07 ; € 13.022,87 ; ¥22.497,18 ; $1,19 ; $0,01 ; $344,07 ; € 98,90 ; € 169,30 ; € 167,30 ; $6,50 ; € 20,05 
11/05/2018; $2.727,72 ; € 13.001,24 ; ¥22.758,48 ; $1,19 ; $0,01 ; $342,46 ; € 98,72 ; € 169,00 ; € 167,25 ; $6,36 ; € 20,08 
14/05/2018; $2.730,13 ; € 12.977,71 ; ¥22.865,86 ; $1,19 ; $0,01 ; $344,59 ; € 96,37 ; € 169,00 ; € 169,25 ; $6,38 ; € 20,06 
15/05/2018; $2.711,45 ; € 12.970,04 ; ¥22.818,02 ; $1,18 ; $0,01 ; $342,12 ; € 95,54 ; € 169,80 ; € 169,10 ; $6,14 ; € 20,17 
16/05/2018; $2.722,46 ; € 12.996,33 ; ¥22.717,23 ; $1,18 ; $0,01 ; $340,97 ; € 95,68 ; € 170,00 ; € 171,00 ; $6,15 ; € 20,16 
17/05/2018; $2.720,13 ; € 13.114,61 ; ¥22.838,37 ; $1,18 ; $0,01 ; $344,14 ; € 97,26 ; € 170,00 ; € 173,15 ; $6,19 ; € 20,61 
18/05/2018; $2.712,97 ; € 13.077,72 ; ¥22.930,36 ; $1,18 ; $0,01 ; $351,23 ; € 97,12 ; € 170,40 ; € 169,20 ; $6,15 ; € 20,65 
21/05/2018; $2.733,01 ; € 13.077,72 ; ¥23.002,37 ; $1,18 ; $0,01 ; $363,92 ; € 100,08 ; € 170,40 ; € 171,05 ; $6,11 ; € 20,86 
22/05/2018; $2.724,44 ; € 13.169,92 ; ¥22.960,34 ; $1,18 ; $0,01 ; $355,02 ; € 99,92 ; € 172,20 ; € 172,05 ; $6,07 ; € 20,95 
23/05/2018; $2.733,29 ; € 12.976,84 ; ¥22.689,74 ; $1,17 ; $0,01 ; $359,21 ; € 98,23 ; € 169,40 ; € 170,10 ; $6,19 ; € 20,74 
24/05/2018; $2.727,76 ; € 12.855,09 ; ¥22.437,01 ; $1,17 ; $0,01 ; $359,00 ; € 97,63 ; € 165,50 ; € 170,20 ; $6,19 ; € 20,51 
25/05/2018; $2.721,33 ; € 12.938,01 ; ¥22.450,79 ; $1,17 ; $0,01 ; $360,09 ; € 97,49 ; € 166,20 ; € 172,15 ; $6,23 ; € 20,68 
28/05/2018; $2.721,33 ; € 12.863,46 ; ¥22.481,09 ; $1,16 ; $0,01 ; $360,09 ; € 96,49 ; € 166,30 ; € 170,95 ; $6,23 ; € 20,73 
29/05/2018; $2.689,86 ; € 12.666,51 ; ¥22.358,43 ; $1,15 ; $0,01 ; $352,48 ; € 96,61 ; € 161,50 ; € 169,85 ; $6,21 ; € 20,14 
30/05/2018; $2.724,01 ; € 12.783,76 ; ¥22.018,52 ; $1,17 ; $0,01 ; $358,19 ; € 96,02 ; € 161,70 ; € 169,70 ; $6,32 ; € 20,38 
31/05/2018; $2.705,27 ; € 12.604,89 ; ¥22.201,82 ; $1,17 ; $0,01 ; $352,16 ; € 96,60 ; € 158,90 ; € 167,40 ; $6,30 ; € 19,95 
01/06/2018; $2.734,62 ; € 12.724,27 ; ¥22.171,35 ; $1,17 ; $0,01 ; $356,72 ; € 98,66 ; € 160,30 ; € 172,05 ; $6,44 ; € 20,13 
04/06/2018; $2.746,87 ; € 12.770,75 ; ¥22.475,94 ; $1,17 ; $0,01 ; $360,73 ; € 98,83 ; € 159,90 ; € 173,20 ; $6,62 ; € 20,17 
05/06/2018; $2.748,80 ; € 12.787,13 ; ¥22.539,54 ; $1,17 ; $0,01 ; $360,10 ; € 98,25 ; € 161,10 ; € 178,30 ; $6,63 ; € 20,25 
06/06/2018; $2.772,35 ; € 12.830,07 ; ¥22.625,73 ; $1,18 ; $0,01 ; $371,56 ; € 99,27 ; € 162,80 ; € 180,00 ; $6,63 ; € 20,54 
07/06/2018; $2.770,37 ; € 12.811,05 ; ¥22.823,26 ; $1,18 ; $0,01 ; $368,53 ; € 98,92 ; € 162,40 ; € 177,30 ; $6,57 ; € 20,71 
08/06/2018; $2.779,03 ; € 12.766,55 ; ¥22.694,50 ; $1,18 ; $0,01 ; $369,50 ; € 100,16 ; € 160,40 ; € 175,65 ; $6,56 ; € 20,60 
11/06/2018; $2.782,00 ; € 12.842,91 ; ¥22.804,04 ; $1,18 ; $0,01 ; $370,94 ; € 100,16 ; € 159,10 ; € 178,00 ; $6,52 ; € 20,49 
12/06/2018; $2.786,85 ; € 12.842,30 ; ¥22.878,35 ; $1,17 ; $0,01 ; $370,62 ; € 99,74 ; € 159,40 ; € 177,40 ; $6,56 ; € 20,45 
13/06/2018; $2.775,63 ; € 12.890,58 ; ¥22.966,38 ; $1,18 ; $0,01 ; $363,85 ; € 99,45 ; € 160,50 ; € 182,20 ; $6,56 ; € 20,70 
14/06/2018; $2.782,49 ; € 13.107,10 ; ¥22.738,61 ; $1,16 ; $0,01 ; $362,42 ; € 103,79 ; € 162,90 ; € 185,60 ; $6,67 ; € 21,32 
15/06/2018; $2.779,66 ; € 13.010,55 ; ¥22.851,75 ; $1,16 ; $0,01 ; $357,88 ; € 102,84 ; € 158,20 ; € 184,15 ; $6,63 ; € 21,13 
18/06/2018; $2.773,75 ; € 12.834,11 ; ¥22.680,33 ; $1,16 ; $0,01 ; $354,74 ; € 101,15 ; € 154,60 ; € 181,80 ; $6,63 ; € 21,38 
19/06/2018; $2.762,59 ; € 12.677,97 ; ¥22.278,48 ; $1,16 ; $0,01 ; $341,12 ; € 99,60 ; € 151,20 ; € 176,75 ; $6,50 ; € 21,06 
20/06/2018; $2.767,32 ; € 12.695,16 ; ¥22.555,43 ; $1,16 ; $0,01 ; $342,69 ; € 99,15 ; € 153,30 ; € 177,35 ; $6,56 ; € 20,96 
21/06/2018; $2.749,76 ; € 12.511,91 ; ¥22.693,04 ; $1,16 ; $0,01 ; $337,66 ; € 97,87 ; € 148,80 ; € 176,80 ; $6,43 ; € 20,37 
22/06/2018; $2.754,88 ; € 12.579,72 ; ¥22.516,83 ; $1,17 ; $0,01 ; $338,91 ; € 99,90 ; € 148,70 ; € 177,35 ; $6,27 ; € 20,45 
25/06/2018; $2.717,07 ; € 12.270,33 ; ¥22.338,15 ; $1,17 ; $0,01 ; $331,20 ; € 96,15 ; € 143,80 ; € 168,40 ; $5,98 ; € 20,13 
26/06/2018; $2.723,06 ; € 12.234,34 ; ¥22.342,00 ; $1,16 ; $0,01 ; $331,30 ; € 95,77 ; € 143,50 ; € 169,60 ; $6,05 ; € 20,29 
27/06/2018; $2.699,63 ; € 12.348,61 ; ¥22.271,77 ; $1,16 ; $0,01 ; $329,82 ; € 98,37 ; € 146,40 ; € 170,75 ; $5,89 ; € 20,18 
28/06/2018; $2.716,31 ; € 12.177,23 ; ¥22.270,39 ; $1,16 ; $0,01 ; $334,65 ; € 97,40 ; € 143,10 ; € 165,80 ; $6,02 ; € 19,41 
29/06/2018; $2.718,37 ; € 12.306,00 ; ¥22.304,51 ; $1,17 ; $0,01 ; $335,51 ; € 99,53 ; € 141,60 ; € 169,70 ; $5,92 ; € 19,56 
02/07/2018; $2.726,71 ; € 12.238,17 ; ¥21.811,93 ; $1,16 ; $0,01 ; $336,08 ; € 96,99 ; € 140,10 ; € 166,65 ; $6,06 ; € 19,51 
03/07/2018; $2.713,22 ; € 12.349,14 ; ¥21.785,54 ; $1,17 ; $0,01 ; $332,93 ; € 97,04 ; € 140,40 ; € 167,00 ; $5,92 ; € 20,03 
04/07/2018; $2.713,22 ; € 12.317,61 ; ¥21.717,04 ; $1,17 ; $0,01 ; $332,93 ; € 97,28 ; € 142,70 ; € 164,90 ; $5,92 ; € 20,03 
05/07/2018; $2.736,61 ; € 12.464,29 ; ¥21.546,99 ; $1,17 ; $0,01 ; $333,18 ; € 97,02 ; € 147,00 ; € 166,95 ; $6,07 ; € 20,74 
06/07/2018; $2.759,82 ; € 12.496,17 ; ¥21.788,14 ; $1,17 ; $0,01 ; $334,64 ; € 97,78 ; € 144,10 ; € 167,05 ; $6,18 ; € 20,65 
09/07/2018; $2.784,17 ; € 12.543,89 ; ¥22.052,18 ; $1,17 ; $0,01 ; $341,92 ; € 98,67 ; € 145,20 ; € 168,80 ; $6,23 ; € 20,84 
10/07/2018; $2.793,84 ; € 12.609,85 ; ¥22.196,89 ; $1,17 ; $0,01 ; $347,16 ; € 102,58 ; € 145,40 ; € 170,50 ; $6,33 ; € 21,22 
11/07/2018; $2.774,02 ; € 12.417,13 ; ¥21.932,21 ; $1,17 ; $0,01 ; $340,60 ; € 102,38 ; € 141,80 ; € 167,10 ; $6,19 ; € 21,01 
12/07/2018; $2.798,29 ; € 12.492,97 ; ¥22.187,96 ; $1,17 ; $0,01 ; $346,03 ; € 104,37 ; € 141,90 ; € 170,00 ; $6,28 ; € 20,97 
13/07/2018; $2.801,31 ; € 12.540,73 ; ¥22.597,35 ; $1,17 ; $0,01 ; $350,79 ; € 106,61 ; € 141,70 ; € 170,95 ; $6,23 ; € 21,05 
16/07/2018; $2.798,43 ; € 12.561,02 ; ¥22.597,35 ; $1,17 ; $0,01 ; $356,10 ; € 106,16 ; € 141,00 ; € 171,10 ; $6,21 ; € 20,95 
17/07/2018; $2.809,55 ; € 12.661,54 ; ¥22.697,36 ; $1,17 ; $0,01 ; $356,88 ; € 106,87 ; € 143,80 ; € 172,05 ; $6,34 ; € 20,97 
18/07/2018; $2.815,62 ; € 12.765,94 ; ¥22.794,19 ; $1,16 ; $0,01 ; $360,23 ; € 106,41 ; € 146,00 ; € 186,05 ; $6,29 ; € 21,21 
19/07/2018; $2.804,49 ; € 12.686,29 ; ¥22.764,68 ; $1,16 ; $0,01 ; $355,33 ; € 106,30 ; € 146,00 ; € 186,00 ; $6,30 ; € 21,18 
20/07/2018; $2.801,83 ; € 12.561,42 ; ¥22.697,88 ; $1,17 ; $0,01 ; $354,90 ; € 104,98 ; € 141,60 ; € 188,45 ; $6,27 ; € 20,67 
23/07/2018; $2.806,98 ; € 12.548,57 ; ¥22.396,99 ; $1,17 ; $0,01 ; $353,27 ; € 104,65 ; € 144,70 ; € 187,40 ; $6,24 ; € 20,43 
24/07/2018; $2.820,40 ; € 12.689,39 ; ¥22.510,48 ; $1,17 ; $0,01 ; $358,27 ; € 105,20 ; € 148,10 ; € 186,10 ; $6,22 ; € 23,47 
25/07/2018; $2.846,07 ; € 12.579,33 ; ¥22.614,25 ; $1,17 ; $0,01 ; $355,92 ; € 104,13 ; € 143,50 ; € 184,55 ; $6,30 ; € 23,74 
26/07/2018; $2.837,44 ; € 12.809,23 ; ¥22.586,87 ; $1,16 ; $0,01 ; $359,32 ; € 108,82 ; € 148,70 ; € 185,20 ; $6,37 ; € 24,18 
27/07/2018; $2.818,82 ; € 12.860,40 ; ¥22.712,75 ; $1,17 ; $0,01 ; $360,65 ; € 108,40 ; € 147,90 ; € 185,90 ; $6,30 ; € 24,02 
30/07/2018; $2.802,60 ; € 12.798,20 ; ¥22.544,84 ; $1,17 ; $0,01 ; $351,06 ; € 106,30 ; € 148,60 ; € 184,10 ; $6,10 ; € 24,54 
31/07/2018; $2.816,29 ; € 12.805,50 ; ¥22.553,72 ; $1,17 ; $0,01 ; $356,30 ; € 105,22 ; € 147,40 ; € 183,50 ; $6,12 ; € 24,61 
01/08/2018; $2.813,36 ; € 12.737,05 ; ¥22.746,70 ; $1,17 ; $0,01 ; $352,76 ; € 105,82 ; € 143,50 ; € 183,75 ; $6,16 ; € 24,62 
02/08/2018; $2.827,22 ; € 12.546,33 ; ¥22.512,53 ; $1,16 ; $0,01 ; $349,73 ; € 105,70 ; € 142,00 ; € 184,50 ; $6,27 ; € 24,06 
03/08/2018; $2.840,35 ; € 12.615,76 ; ¥22.525,18 ; $1,16 ; $0,01 ; $348,44 ; € 106,97 ; € 143,00 ; € 183,85 ; $6,30 ; € 24,23 
06/08/2018; $2.850,40 ; € 12.598,21 ; ¥22.507,32 ; $1,16 ; $0,01 ; $346,57 ; € 107,03 ; € 143,70 ; € 184,55 ; $6,35 ; € 24,37 
07/08/2018; $2.858,45 ; € 12.648,19 ; ¥22.662,74 ; $1,16 ; $0,01 ; $350,76 ; € 108,20 ; € 145,40 ; € 184,75 ; $6,42 ; € 24,66 
08/08/2018; $2.857,70 ; € 12.633,54 ; ¥22.644,31 ; $1,16 ; $0,01 ; $347,78 ; € 107,11 ; € 145,30 ; € 184,65 ; $6,46 ; € 24,79 
09/08/2018; $2.853,58 ; € 12.676,11 ; ¥22.598,39 ; $1,15 ; $0,01 ; $343,72 ; € 107,86 ; € 146,00 ; € 183,00 ; $6,41 ; € 25,23 
10/08/2018; $2.833,28 ; € 12.424,35 ; ¥22.298,08 ; $1,14 ; $0,01 ; $339,41 ; € 106,73 ; € 141,00 ; € 179,20 ; $6,37 ; € 24,95 
13/08/2018; $2.821,93 ; € 12.358,74 ; ¥21.857,43 ; $1,14 ; $0,01 ; $338,36 ; € 107,31 ; € 142,20 ; € 180,05 ; $6,40 ; € 24,82 
14/08/2018; $2.839,96 ; € 12.358,87 ; ¥22.356,08 ; $1,13 ; $0,01 ; $339,14 ; € 107,21 ; € 141,10 ; € 180,95 ; $6,54 ; € 24,81 
15/08/2018; $2.818,37 ; € 12.163,01 ; ¥22.204,22 ; $1,13 ; $0,01 ; $331,76 ; € 104,45 ; € 136,50 ; € 174,04 ; $6,48 ; € 24,33 
16/08/2018; $2.840,69 ; € 12.237,17 ; ¥22.192,04 ; $1,14 ; $0,01 ; $345,98 ; € 106,77 ; € 138,00 ; € 173,90 ; $6,44 ; € 24,35 
17/08/2018; $2.850,13 ; € 12.210,55 ; ¥22.270,38 ; $1,14 ; $0,01 ; $346,40 ; € 106,93 ; € 136,70 ; € 171,68 ; $6,12 ; € 24,41 
20/08/2018; $2.857,05 ; € 12.331,30 ; ¥22.199,00 ; $1,15 ; $0,01 ; $350,74 ; € 107,09 ; € 138,30 ; € 173,28 ; $6,20 ; € 24,55 
21/08/2018; $2.862,96 ; € 12.384,49 ; ¥22.219,73 ; $1,16 ; $0,01 ; $353,77 ; € 106,67 ; € 140,90 ; € 173,52 ; $6,33 ; € 24,80 
22/08/2018; $2.861,82 ; € 12.385,70 ; ¥22.362,55 ; $1,16 ; $0,01 ; $350,03 ; € 106,53 ; € 138,00 ; € 172,88 ; $6,57 ; € 24,27 
23/08/2018; $2.856,98 ; € 12.365,58 ; ¥22.410,82 ; $1,15 ; $0,01 ; $347,48 ; € 106,95 ; € 136,50 ; € 173,30 ; $6,67 ; € 23,49 
24/08/2018; $2.874,69 ; € 12.394,52 ; ¥22.601,77 ; $1,16 ; $0,01 ; $349,38 ; € 106,71 ; € 136,50 ; € 174,40 ; $6,81 ; € 23,38 
27/08/2018; $2.896,74 ; € 12.538,31 ; ¥22.799,64 ; $1,17 ; $0,01 ; $353,74 ; € 107,21 ; € 139,90 ; € 178,02 ; $6,90 ; € 23,90 
28/08/2018; $2.897,52 ; € 12.527,42 ; ¥22.813,47 ; $1,17 ; $0,01 ; $351,21 ; € 108,16 ; € 143,00 ; € 175,82 ; $6,86 ; € 24,12 
29/08/2018; $2.914,04 ; € 12.561,68 ; ¥22.848,22 ; $1,17 ; $0,01 ; $350,19 ; € 109,25 ; € 140,70 ; € 177,10 ; $6,96 ; € 24,24 
30/08/2018; $2.901,13 ; € 12.494,24 ; ¥22.869,50 ; $1,17 ; $0,01 ; $346,90 ; € 108,18 ; € 140,90 ; € 176,70 ; $6,95 ; € 24,08 
31/08/2018; $2.901,52 ; € 12.364,06 ; ¥22.865,15 ; $1,16 ; $0,01 ; $342,79 ; € 105,48 ; € 138,30 ; € 175,64 ; $7,02 ; € 23,70 
03/09/2018; $2.901,52 ; € 12.346,41 ; ¥22.707,38 ; $1,16 ; $0,01 ; $342,79 ; € 106,71 ; € 136,00 ; € 177,38 ; $7,02 ; € 23,70 
04/09/2018; $2.896,72 ; € 12.210,21 ; ¥22.696,90 ; $1,16 ; $0,01 ; $346,25 ; € 104,39 ; € 134,40 ; € 171,70 ; $7,09 ; € 23,37 
05/09/2018; $2.888,60 ; € 12.040,46 ; ¥22.580,83 ; $1,16 ; $0,01 ; $346,68 ; € 102,25 ; € 135,00 ; € 167,32 ; $6,96 ; € 23,19 
06/09/2018; $2.878,05 ; € 11.955,25 ; ¥22.487,94 ; $1,16 ; $0,01 ; $351,27 ; € 103,52 ; € 134,00 ; € 159,66 ; $6,82 ; € 22,97 
07/09/2018; $2.871,68 ; € 11.959,63 ; ¥22.307,06 ; $1,16 ; $0,01 ; $349,28 ; € 104,07 ; € 132,90 ; € 159,02 ; $6,80 ; € 23,31 
10/09/2018; $2.877,13 ; € 11.986,34 ; ¥22.373,09 ; $1,16 ; $0,01 ; $341,86 ; € 104,03 ; € 135,70 ; € 160,20 ; $6,87 ; € 23,22 
11/09/2018; $2.887,89 ; € 11.970,27 ; ¥22.664,69 ; $1,16 ; $0,01 ; $345,25 ; € 105,98 ; € 136,10 ; € 157,78 ; $6,82 ; € 23,00 
12/09/2018; $2.888,92 ; € 12.032,30 ; ¥22.604,61 ; $1,16 ; $0,01 ; $353,41 ; € 105,92 ; € 136,00 ; € 151,84 ; $6,71 ; € 23,62 
13/09/2018; $2.904,18 ; € 12.055,55 ; ¥22.821,32 ; $1,17 ; $0,01 ; $355,46 ; € 104,87 ; € 139,50 ; € 156,40 ; $6,78 ; € 23,75 
14/09/2018; $2.904,98 ; € 12.124,33 ; ¥23.094,67 ; $1,16 ; $0,01 ; $359,80 ; € 105,42 ; € 140,90 ; € 157,38 ; $6,91 ; € 23,79 
17/09/2018; $2.888,80 ; € 12.096,41 ; ¥23.094,67 ; $1,17 ; $0,01 ; $355,96 ; € 105,52 ; € 141,90 ; € 157,58 ; $6,85 ; € 23,57 
18/09/2018; $2.904,31 ; € 12.157,67 ; ¥23.420,54 ; $1,17 ; $0,01 ; $363,58 ; € 104,17 ; € 146,30 ; € 160,26 ; $6,78 ; € 24,39 
19/09/2018; $2.907,95 ; € 12.219,02 ; ¥23.672,52 ; $1,17 ; $0,01 ; $365,22 ; € 105,58 ; € 148,40 ; € 161,04 ; $6,80 ; € 25,14 
20/09/2018; $2.930,75 ; € 12.326,48 ; ¥23.674,93 ; $1,18 ; $0,01 ; $367,46 ; € 105,68 ; € 151,20 ; € 161,92 ; $6,66 ; € 25,04 
21/09/2018; $2.929,67 ; € 12.430,88 ; ¥23.869,93 ; $1,17 ; $0,01 ; $372,23 ; € 106,02 ; € 153,40 ; € 161,68 ; $6,59 ; € 24,57 
